Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
33.8,0.24,0.362,83.9,95.7,HEALTHY,Healthy
34.98,0.213,0.325,85.6,96.2,HEALTHY,Healthy
35.31,0.264,0.398,81.6,94.9,HEALTHY,Healthy
43.67,0.454,0.718,49.9,81.4,WARNING,Misalignment
40.29,0.378,0.609,62.3,86.9,WARNING,Misalignment
40.66,0.445,0.708,57.0,85.2,WARNING,Misalignment
49.19,0.543,0.87,31.4,73.2,CRITICAL,Bearing
35.45,0.29,0.439,79.5,94.2,HEALTHY,Healthy
31.29,0.29,0.437,80.5,94.8,HEALTHY,Healthy
35.06,0.273,0.413,81.5,95.0,HEALTHY,Healthy
29.46,0.236,0.359,84.1,95.7,HEALTHY,Healthy
35.8,0.609,0.901,57.7,88.1,WARNING,Imbalance
28.51,0.185,0.282,87.5,96.7,HEALTHY,Healthy
30.5,0.254,0.383,82.9,95.4,HEALTHY,Healthy
29.98,0.28,0.424,81.2,95.0,HEALTHY,Healthy
29.9,0.213,0.323,85.7,96.2,HEALTHY,Healthy
30.18,0.205,0.31,86.2,96.3,HEALTHY,Healthy
28.89,0.228,0.343,84.7,95.9,HEALTHY,Healthy
30.97,0.219,0.333,85.2,96.0,HEALTHY,Healthy
54.01,0.663,1.125,11.4,65.3,CRITICAL,Critical
29.01,0.268,0.405,82.0,95.2,HEALTHY,Healthy
47.59,0.554,0.876,34.4,74.9,CRITICAL,Misalignment
37.91,0.423,0.65,65.0,88.9,WARNING,Bearing
34.32,0.222,0.337,85.0,96.0,HEALTHY,Healthy
29.89,0.218,0.331,85.3,96.1,HEALTHY,Healthy
41.46,0.33,0.539,62.9,86.3,WARNING,Misalignment
35.68,0.217,0.328,83.9,95.3,HEALTHY,Healthy
30.93,0.243,0.369,83.7,95.6,HEALTHY,Healthy
42.72,0.402,0.649,55.3,83.5,WARNING,Misalignment
33.33,0.269,0.407,81.9,95.2,HEALTHY,Healthy
35.26,0.168,0.255,88.1,96.7,HEALTHY,Healthy
41.34,0.351,0.544,62.2,86.1,WARNING,Bearing
53.92,0.654,1.116,12.1,65.5,CRITICAL,Critical
44.98,0.745,1.173,27.1,74.6,WARNING,Imbalance
35.61,0.284,0.431,79.5,94.2,HEALTHY,Healthy
50.16,0.697,1.26,16.1,69.3,CRITICAL,Critical
31.3,0.293,0.444,80.3,94.7,HEALTHY,Healthy
29.09,0.205,0.313,86.2,96.3,HEALTHY,Healthy
34.12,0.264,0.398,82.3,95.3,HEALTHY,Healthy
34.33,0.193,0.293,87.0,96.5,HEALTHY,Healthy
43.63,0.413,0.659,52.6,82.2,WARNING,Misalignment
28.35,0.173,0.265,88.3,96.9,HEALTHY,Healthy
32.2,0.23,0.347,84.5,95.9,HEALTHY,Healthy
34.16,0.278,0.42,81.3,95.0,HEALTHY,Healthy
29.52,0.267,0.405,82.0,95.2,HEALTHY,Healthy
38.0,0.574,0.853,55.1,86.1,WARNING,Imbalance
34.0,0.3,0.451,79.9,94.6,HEALTHY,Healthy
30.31,0.258,0.391,82.6,95.3,HEALTHY,Healthy
52.82,0.739,1.249,8.7,65.3,CRITICAL,Critical
41.55,0.326,0.51,63.4,86.3,WARNING,Bearing
35.42,0.179,0.273,87.0,96.3,HEALTHY,Healthy
28.64,0.29,0.436,80.6,94.8,HEALTHY,Healthy
39.66,0.381,0.611,63.5,87.6,WARNING,Misalignment
30.1,0.173,0.261,88.4,96.9,HEALTHY,Healthy
35.77,0.282,0.427,79.3,94.0,HEALTHY,Healthy
40.26,0.332,0.548,65.3,87.7,WARNING,Misalignment
39.1,0.618,0.915,49.8,84.0,WARNING,Imbalance
39.38,0.428,0.679,61.0,87.0,WARNING,Misalignment
37.22,0.596,0.89,55.2,86.6,WARNING,Imbalance
35.31,0.179,0.271,87.3,96.4,HEALTHY,Healthy
34.51,0.185,0.28,87.6,96.7,HEALTHY,Healthy
35.98,0.177,0.27,85.9,95.6,HEALTHY,Healthy
29.97,0.292,0.44,80.4,94.7,HEALTHY,Healthy
37.35,0.403,0.624,67.5,89.9,WARNING,Bearing
33.27,0.264,0.399,82.2,95.2,HEALTHY,Healthy
30.06,0.282,0.426,81.0,94.9,HEALTHY,Healthy
35.44,0.26,0.393,81.5,94.8,HEALTHY,Healthy
35.4,0.263,0.397,81.4,94.8,HEALTHY,Healthy
29.92,0.3,0.452,79.9,94.6,HEALTHY,Healthy
37.82,0.384,0.591,67.8,89.7,WARNING,Bearing
42.91,0.456,0.727,51.3,82.3,WARNING,Misalignment
35.32,0.164,0.25,88.2,96.7,HEALTHY,Healthy
37.43,0.54,0.798,58.7,87.4,WARNING,Imbalance
30.62,0.233,0.352,84.3,95.8,HEALTHY,Healthy
29.54,0.191,0.291,87.1,96.6,HEALTHY,Healthy
40.75,0.422,0.646,58.8,85.5,WARNING,Bearing
33.31,0.177,0.267,88.1,96.8,HEALTHY,Healthy
42.38,0.342,0.552,60.2,85.0,WARNING,Misalignment
39.07,0.406,0.647,63.2,87.8,WARNING,Misalignment
36.99,0.588,0.867,56.5,87.0,WARNING,Imbalance
44.99,0.762,1.143,27.0,74.3,CRITICAL,Imbalance
28.69,0.162,0.249,89.1,97.1,HEALTHY,Healthy
30.86,0.236,0.359,84.1,95.7,HEALTHY,Healthy
36.08,0.582,0.86,58.9,88.2,WARNING,Imbalance
43.32,0.367,0.598,56.2,83.4,WARNING,Misalignment
53.11,0.704,1.188,10.6,65.6,CRITICAL,Critical
32.3,0.241,0.365,83.8,95.7,HEALTHY,Healthy
38.62,0.357,0.549,67.9,89.2,WARNING,Bearing
31.64,0.229,0.348,84.6,95.9,HEALTHY,Healthy
47.11,0.744,1.111,23.6,72.1,CRITICAL,Imbalance
38.29,0.396,0.611,65.9,88.9,WARNING,Bearing
33.04,0.246,0.372,83.5,95.6,HEALTHY,Healthy
31.91,0.206,0.314,86.1,96.3,HEALTHY,Healthy
34.46,0.206,0.314,86.1,96.3,HEALTHY,Healthy
33.5,0.254,0.384,82.9,95.4,HEALTHY,Healthy
35.83,0.299,0.454,78.0,93.6,HEALTHY,Healthy
37.29,0.555,0.832,57.8,87.3,WARNING,Imbalance
29.73,0.169,0.257,88.6,97.0,HEALTHY,Healthy
38.07,0.649,0.959,50.0,84.6,WARNING,Imbalance
35.57,0.168,0.257,87.4,96.3,HEALTHY,Healthy
29.5,0.226,0.343,84.8,95.9,HEALTHY,Healthy
40.1,0.316,0.496,67.2,88.2,WARNING,Bearing
53.64,0.715,1.198,8.8,64.7,CRITICAL,Critical
52.1,0.707,1.233,11.9,66.8,CRITICAL,Critical
29.68,0.261,0.393,82.5,95.3,HEALTHY,Healthy
47.67,0.546,0.905,34.0,75.0,CRITICAL,Misalignment
39.2,0.364,0.558,66.2,88.4,WARNING,Bearing
31.05,0.251,0.383,83.1,95.5,HEALTHY,Healthy
46.28,0.759,1.141,24.3,72.8,CRITICAL,Imbalance
34.69,0.242,0.368,83.7,95.6,HEALTHY,Healthy
33.51,0.236,0.357,84.1,95.8,HEALTHY,Healthy
33.21,0.165,0.252,88.9,97.0,HEALTHY,Healthy
39.23,0.607,0.898,50.2,84.0,WARNING,Imbalance
36.41,0.612,0.911,56.0,87.3,WARNING,Imbalance
38.62,0.349,0.539,68.3,89.4,WARNING,Bearing
34.12,0.267,0.403,82.1,95.2,HEALTHY,Healthy
28.21,0.234,0.353,84.3,95.8,HEALTHY,Healthy
29.96,0.223,0.339,85.0,96.0,HEALTHY,Healthy
38.89,0.564,0.833,53.9,85.2,WARNING,Imbalance
30.49,0.188,0.285,87.4,96.6,HEALTHY,Healthy
33.19,0.26,0.394,82.5,95.3,HEALTHY,Healthy
29.3,0.193,0.293,87.0,96.5,HEALTHY,Healthy
46.2,0.742,1.171,24.6,73.2,CRITICAL,Imbalance
31.2,0.189,0.287,87.3,96.6,HEALTHY,Healthy
34.15,0.237,0.359,84.1,95.7,HEALTHY,Healthy
52.61,0.658,1.123,14.7,67.0,CRITICAL,Critical
30.12,0.263,0.396,82.4,95.3,HEALTHY,Healthy
33.23,0.245,0.37,83.5,95.6,HEALTHY,Healthy
49.61,0.596,0.909,27.6,71.7,CRITICAL,Bearing
33.34,0.271,0.41,81.8,95.1,HEALTHY,Healthy
30.98,0.3,0.452,79.9,94.6,HEALTHY,Healthy
34.72,0.237,0.359,84.1,95.7,HEALTHY,Healthy
33.33,0.181,0.277,87.8,96.7,HEALTHY,Healthy
50.9,0.715,1.193,15.0,68.1,CRITICAL,Critical
31.01,0.283,0.427,81.0,94.9,HEALTHY,Healthy
28.72,0.201,0.304,86.5,96.4,HEALTHY,Healthy
33.17,0.243,0.369,83.6,95.6,HEALTHY,Healthy
37.96,0.627,0.927,51.7,85.2,WARNING,Imbalance
32.09,0.189,0.287,87.3,96.6,HEALTHY,Healthy
31.43,0.264,0.397,82.3,95.3,HEALTHY,Healthy
29.18,0.263,0.401,82.3,95.3,HEALTHY,Healthy
33.83,0.273,0.412,81.7,95.1,HEALTHY,Healthy
54.03,0.728,1.27,6.2,64.1,CRITICAL,Critical
40.34,0.338,0.523,65.3,87.5,WARNING,Bearing
45.9,0.845,1.299,18.8,71.7,CRITICAL,Imbalance
29.96,0.227,0.344,84.7,95.9,HEALTHY,Healthy
37.25,0.376,0.579,69.6,90.5,WARNING,Bearing
35.49,0.523,0.773,64.1,90.0,WARNING,Imbalance
32.7,0.282,0.426,81.0,94.9,HEALTHY,Healthy
49.86,0.562,0.975,27.3,72.1,CRITICAL,Misalignment
30.81,0.186,0.285,87.4,96.6,HEALTHY,Healthy
53.75,0.653,1.109,12.7,65.8,CRITICAL,Critical
34.67,0.223,0.338,85.0,96.0,HEALTHY,Healthy
32.69,0.213,0.324,85.6,96.2,HEALTHY,Healthy
38.32,0.583,0.865,53.8,85.5,WARNING,Imbalance
33.43,0.245,0.371,83.5,95.6,HEALTHY,Healthy
34.26,0.289,0.437,80.6,94.8,HEALTHY,Healthy
42.46,0.476,0.756,50.9,82.5,WARNING,Misalignment
29.3,0.249,0.377,83.2,95.5,HEALTHY,Healthy
34.05,0.178,0.267,88.1,96.8,HEALTHY,Healthy
33.72,0.266,0.403,82.1,95.2,HEALTHY,Healthy
39.42,0.64,0.953,47.5,83.2,WARNING,Imbalance
29.08,0.207,0.314,86.1,96.3,HEALTHY,Healthy
39.14,0.551,0.815,54.2,85.1,WARNING,Imbalance
39.57,0.349,0.564,65.8,88.2,WARNING,Misalignment
28.96,0.288,0.435,80.6,94.8,HEALTHY,Healthy
33.64,0.301,0.453,79.8,94.6,HEALTHY,Healthy
29.29,0.177,0.27,88.0,96.8,HEALTHY,Healthy
32.14,0.234,0.356,84.2,95.8,HEALTHY,Healthy
29.95,0.306,0.466,79.4,94.5,HEALTHY,Healthy
28.96,0.23,0.348,84.5,95.9,HEALTHY,Healthy
39.52,0.397,0.609,63.2,87.4,WARNING,Bearing
39.66,0.413,0.639,61.7,87.0,WARNING,Bearing
32.75,0.291,0.438,80.5,94.8,HEALTHY,Healthy
40.18,0.398,0.61,61.7,86.6,WARNING,Bearing
30.78,0.267,0.404,82.1,95.2,HEALTHY,Healthy
34.37,0.173,0.264,88.3,96.9,HEALTHY,Healthy
39.81,0.37,0.571,64.3,87.6,WARNING,Bearing
30.65,0.171,0.259,88.5,96.9,HEALTHY,Healthy
28.54,0.198,0.3,86.7,96.4,HEALTHY,Healthy
41.94,0.324,0.499,62.8,85.8,WARNING,Bearing
29.07,0.163,0.25,89.0,97.1,HEALTHY,Healthy
32.79,0.294,0.443,80.3,94.7,HEALTHY,Healthy
35.57,0.611,0.9,58.1,88.3,WARNING,Imbalance
35.68,0.574,0.85,60.2,88.8,WARNING,Imbalance
34.37,0.291,0.439,80.5,94.8,HEALTHY,Healthy
41.82,0.361,0.556,60.6,85.3,WARNING,Bearing
35.38,0.239,0.364,83.0,95.2,HEALTHY,Healthy
39.77,0.377,0.606,63.5,87.5,WARNING,Misalignment
39.11,0.409,0.657,62.8,87.7,WARNING,Misalignment
29.46,0.206,0.311,86.2,96.3,HEALTHY,Healthy
40.01,0.391,0.602,62.5,87.0,WARNING,Bearing
28.84,0.207,0.311,86.1,96.3,HEALTHY,Healthy
29.51,0.292,0.439,80.4,94.7,HEALTHY,Healthy
28.36,0.272,0.41,81.8,95.1,HEALTHY,Healthy
42.92,0.352,0.569,58.3,84.2,WARNING,Misalignment
33.2,0.285,0.432,80.8,94.9,HEALTHY,Healthy
33.7,0.28,0.422,81.2,95.0,HEALTHY,Healthy
32.53,0.288,0.436,80.6,94.8,HEALTHY,Healthy
37.16,0.436,0.668,65.8,89.6,WARNING,Bearing
29.67,0.214,0.323,85.6,96.1,HEALTHY,Healthy
28.79,0.171,0.262,88.4,96.9,HEALTHY,Healthy
29.63,0.232,0.353,84.4,95.8,HEALTHY,Healthy
30.64,0.152,0.234,89.7,97.3,HEALTHY,Healthy
34.33,0.245,0.371,83.5,95.6,HEALTHY,Healthy
32.28,0.249,0.377,83.3,95.5,HEALTHY,Healthy
35.28,0.227,0.344,84.1,95.6,HEALTHY,Healthy
35.33,0.247,0.373,82.7,95.2,HEALTHY,Healthy
42.74,0.458,0.725,51.6,82.5,WARNING,Misalignment
30.84,0.174,0.266,88.3,96.9,HEALTHY,Healthy
30.15,0.266,0.403,82.1,95.2,HEALTHY,Healthy
42.11,0.397,0.648,56.8,84.3,WARNING,Misalignment
47.47,0.56,0.882,34.3,75.0,CRITICAL,Misalignment
40.59,0.336,0.543,64.5,87.2,WARNING,Misalignment
48.04,0.571,0.996,30.5,74.1,CRITICAL,Misalignment
28.15,0.251,0.38,83.1,95.5,HEALTHY,Healthy
33.86,0.169,0.26,88.5,96.9,HEALTHY,Healthy
30.8,0.24,0.363,83.8,95.7,HEALTHY,Healthy
41.07,0.383,0.59,60.7,85.8,WARNING,Bearing
32.95,0.273,0.413,81.6,95.1,HEALTHY,Healthy
43.11,0.413,0.659,53.7,82.8,WARNING,Misalignment
54.82,0.638,1.081,11.4,64.7,CRITICAL,Critical
41.28,0.351,0.57,61.9,86.1,WARNING,Misalignment
53.68,0.702,1.225,8.8,65.0,CRITICAL,Critical
40.66,0.385,0.616,61.0,86.3,WARNING,Misalignment
50.87,0.746,1.25,12.7,67.5,CRITICAL,Critical
31.89,0.293,0.442,80.3,94.7,HEALTHY,Healthy
54.71,0.633,1.08,11.9,65.0,CRITICAL,Critical
30.59,0.162,0.247,89.1,97.1,HEALTHY,Healthy
35.95,0.174,0.264,86.2,95.7,HEALTHY,Healthy
32.4,0.287,0.433,80.7,94.8,HEALTHY,Healthy
31.84,0.245,0.37,83.6,95.6,HEALTHY,Healthy
40.98,0.375,0.577,61.4,86.1,WARNING,Bearing
39.44,0.628,0.933,48.3,83.4,WARNING,Imbalance
39.74,0.339,0.521,66.6,88.2,WARNING,Bearing
29.69,0.193,0.292,87.0,96.5,HEALTHY,Healthy
53.75,0.682,1.207,9.7,65.2,CRITICAL,Critical
34.35,0.297,0.446,80.1,94.7,HEALTHY,Healthy
42.45,0.43,0.688,54.0,83.3,WARNING,Misalignment
38.97,0.406,0.621,63.8,87.9,WARNING,Bearing
42.99,0.411,0.657,54.2,83.0,WARNING,Misalignment
28.41,0.263,0.398,82.3,95.3,HEALTHY,Healthy
35.17,0.154,0.234,89.3,97.0,HEALTHY,Healthy
39.18,0.611,0.902,50.1,84.0,WARNING,Imbalance
41.73,0.406,0.648,57.3,84.6,WARNING,Misalignment
41.9,0.349,0.568,60.6,85.4,WARNING,Misalignment
51.89,0.635,1.157,16.6,68.3,CRITICAL,Critical
52.25,0.635,1.143,16.1,67.9,CRITICAL,Critical
33.53,0.197,0.301,86.7,96.5,HEALTHY,Healthy
43.25,0.348,0.569,57.7,83.8,WARNING,Misalignment
34.56,0.162,0.247,89.1,97.1,HEALTHY,Healthy
35.49,0.199,0.302,85.5,95.8,HEALTHY,Healthy
34.61,0.192,0.291,87.1,96.5,HEALTHY,Healthy
28.81,0.179,0.273,87.9,96.8,HEALTHY,Healthy
35.55,0.565,0.837,61.1,89.2,WARNING,Imbalance
54.4,0.69,1.165,8.8,64.3,CRITICAL,Critical
40.06,0.375,0.605,63.0,87.2,WARNING,Misalignment
31.53,0.238,0.362,84.0,95.7,HEALTHY,Healthy
32.38,0.158,0.241,89.3,97.2,HEALTHY,Healthy
46.25,0.581,0.929,35.3,76.0,CRITICAL,Bearing
32.48,0.261,0.396,82.4,95.3,HEALTHY,Healthy
35.52,0.235,0.356,83.0,95.1,HEALTHY,Healthy
32.84,0.17,0.26,88.5,96.9,HEALTHY,Healthy
35.15,0.275,0.416,81.2,94.9,HEALTHY,Healthy
34.05,0.253,0.382,83.0,95.5,HEALTHY,Healthy
30.61,0.171,0.26,88.5,96.9,HEALTHY,Healthy
29.97,0.298,0.451,79.9,94.6,HEALTHY,Healthy
43.63,0.398,0.637,53.6,82.5,WARNING,Misalignment
32.84,0.245,0.372,83.5,95.6,HEALTHY,Healthy
35.52,0.278,0.42,80.2,94.4,HEALTHY,Healthy
32.03,0.226,0.343,84.8,95.9,HEALTHY,Healthy
35.04,0.302,0.456,79.6,94.5,HEALTHY,Healthy
40.17,0.428,0.686,59.2,86.1,WARNING,Misalignment
35.06,0.215,0.327,85.4,96.1,HEALTHY,Healthy
32.91,0.212,0.32,85.8,96.2,HEALTHY,Healthy
41.73,0.396,0.643,57.8,84.8,WARNING,Misalignment
31.38,0.178,0.273,88.0,96.8,HEALTHY,Healthy
47.78,0.532,0.83,35.7,75.1,CRITICAL,Bearing
37.37,0.583,0.865,55.9,86.7,WARNING,Imbalance
33.72,0.179,0.273,87.9,96.8,HEALTHY,Healthy
39.76,0.534,0.787,54.0,84.7,WARNING,Imbalance
54.64,0.685,1.158,8.5,64.1,CRITICAL,Critical
28.96,0.21,0.32,85.9,96.2,HEALTHY,Healthy
41.17,0.437,0.696,56.4,84.7,WARNING,Misalignment
30.41,0.286,0.432,80.8,94.9,HEALTHY,Healthy
33.57,0.294,0.443,80.3,94.7,HEALTHY,Healthy
35.67,0.249,0.379,81.7,94.7,HEALTHY,Healthy
31.51,0.29,0.44,80.5,94.8,HEALTHY,Healthy
32.12,0.247,0.373,83.4,95.6,HEALTHY,Healthy
35.15,0.663,0.989,55.4,87.9,WARNING,Imbalance
34.79,0.208,0.316,86.0,96.3,HEALTHY,Healthy
34.53,0.292,0.441,80.4,94.7,HEALTHY,Healthy
35.13,0.283,0.428,80.7,94.7,HEALTHY,Healthy
29.46,0.263,0.4,82.3,95.3,HEALTHY,Healthy
39.83,0.594,0.877,49.8,83.5,WARNING,Imbalance
38.73,0.558,0.824,54.6,85.5,WARNING,Imbalance
39.84,0.329,0.51,67.0,88.3,WARNING,Bearing
30.44,0.235,0.355,84.2,95.8,HEALTHY,Healthy
30.91,0.223,0.338,85.0,96.0,HEALTHY,Healthy
31.58,0.199,0.301,86.6,96.4,HEALTHY,Healthy
35.37,0.216,0.326,84.7,95.7,HEALTHY,Healthy
41.03,0.329,0.518,64.3,86.8,WARNING,Bearing
41.08,0.362,0.557,62.1,86.2,WARNING,Bearing
37.98,0.666,0.984,49.1,84.4,WARNING,Imbalance
43.77,0.345,0.56,56.8,83.3,WARNING,Misalignment
34.04,0.186,0.281,87.5,96.7,HEALTHY,Healthy
39.05,0.37,0.571,66.0,88.5,WARNING,Bearing
33.0,0.252,0.381,83.0,95.5,HEALTHY,Healthy
39.69,0.332,0.517,67.1,88.4,WARNING,Bearing
28.63,0.248,0.375,83.3,95.5,HEALTHY,Healthy
37.76,0.57,0.846,55.9,86.4,WARNING,Imbalance
35.51,0.584,0.866,59.9,88.9,WARNING,Imbalance
38.76,0.539,0.794,55.9,85.8,WARNING,Imbalance
37.58,0.571,0.847,56.2,86.6,WARNING,Imbalance
32.77,0.198,0.301,86.7,96.4,HEALTHY,Healthy
31.94,0.155,0.236,89.6,97.2,HEALTHY,Healthy
33.26,0.185,0.28,87.6,96.7,HEALTHY,Healthy
50.06,0.732,1.244,15.2,68.8,CRITICAL,Critical
33.84,0.225,0.341,84.9,96.0,HEALTHY,Healthy
29.7,0.283,0.429,80.9,94.9,HEALTHY,Healthy
39.34,0.376,0.587,64.8,88.0,WARNING,Bearing
29.71,0.237,0.357,84.1,95.7,HEALTHY,Healthy
33.26,0.251,0.379,83.1,95.5,HEALTHY,Healthy
38.76,0.614,0.907,50.8,84.4,WARNING,Imbalance
31.94,0.193,0.293,87.0,96.5,HEALTHY,Healthy
29.71,0.187,0.284,87.4,96.6,HEALTHY,Healthy
35.98,0.293,0.442,78.2,93.5,HEALTHY,Healthy
33.48,0.19,0.29,87.2,96.6,HEALTHY,Healthy
38.97,0.602,0.903,50.9,84.4,WARNING,Imbalance
41.21,0.356,0.551,62.2,86.1,WARNING,Bearing
39.36,0.352,0.572,66.0,88.4,WARNING,Misalignment
40.15,0.376,0.583,63.1,87.1,WARNING,Bearing
35.03,0.55,0.81,63.4,90.1,WARNING,Imbalance
30.02,0.209,0.317,85.9,96.2,HEALTHY,Healthy
52.06,0.624,1.115,17.4,68.3,CRITICAL,Critical
28.04,0.254,0.384,82.9,95.4,HEALTHY,Healthy
30.39,0.207,0.315,86.0,96.3,HEALTHY,Healthy
28.62,0.208,0.318,86.0,96.3,HEALTHY,Healthy
41.1,0.363,0.56,62.0,86.2,WARNING,Bearing
30.39,0.187,0.285,87.4,96.6,HEALTHY,Healthy
37.94,0.387,0.593,67.4,89.5,WARNING,Bearing
39.12,0.4,0.64,63.4,87.9,WARNING,Misalignment
41.82,0.329,0.514,62.6,85.9,WARNING,Bearing
33.4,0.238,0.361,84.0,95.7,HEALTHY,Healthy
38.4,0.377,0.581,67.0,89.1,WARNING,Bearing
38.65,0.653,0.967,48.4,83.9,WARNING,Imbalance
34.68,0.274,0.415,81.6,95.1,HEALTHY,Healthy
41.92,0.475,0.755,52.2,83.2,WARNING,Misalignment
40.46,0.435,0.666,58.6,85.6,WARNING,Bearing
41.47,0.325,0.504,63.7,86.4,WARNING,Bearing
32.81,0.195,0.296,86.9,96.5,HEALTHY,Healthy
50.57,0.716,1.266,14.3,68.4,CRITICAL,Critical
33.24,0.169,0.258,88.6,97.0,HEALTHY,Healthy
43.69,0.368,0.592,55.5,83.0,WARNING,Misalignment
39.22,0.332,0.51,68.2,89.0,WARNING,Bearing
32.87,0.198,0.301,86.7,96.4,HEALTHY,Healthy
38.02,0.558,0.837,55.9,86.3,WARNING,Imbalance
40.77,0.379,0.611,61.2,86.3,WARNING,Misalignment
31.24,0.262,0.394,82.4,95.3,HEALTHY,Healthy
41.12,0.402,0.645,58.8,85.4,WARNING,Misalignment
35.69,0.632,0.937,56.3,87.8,WARNING,Imbalance
50.72,0.657,1.108,19.2,69.3,CRITICAL,Critical
33.61,0.17,0.258,88.5,96.9,HEALTHY,Healthy
37.05,0.327,0.506,73.3,91.7,WARNING,Bearing
37.4,0.424,0.662,65.8,89.5,WARNING,Bearing
39.94,0.549,0.809,52.6,84.2,WARNING,Imbalance
49.08,0.566,0.917,29.9,72.9,CRITICAL,Bearing
35.67,0.232,0.351,83.0,95.0,HEALTHY,Healthy
31.63,0.165,0.251,88.9,97.0,HEALTHY,Healthy
40.74,0.349,0.576,63.0,86.8,WARNING,Misalignment
31.15,0.261,0.394,82.5,95.3,HEALTHY,Healthy
31.95,0.236,0.359,84.1,95.8,HEALTHY,Healthy
42.61,0.423,0.686,54.0,83.2,WARNING,Misalignment
41.8,0.388,0.621,58.4,84.9,WARNING,Misalignment
41.06,0.365,0.587,61.5,86.2,WARNING,Misalignment
40.92,0.411,0.634,59.1,85.5,WARNING,Bearing
35.08,0.55,0.818,63.1,90.0,WARNING,Imbalance
35.93,0.187,0.285,85.3,95.5,HEALTHY,Healthy
34.99,0.213,0.323,85.7,96.2,HEALTHY,Healthy
35.99,0.263,0.398,80.1,94.1,HEALTHY,Healthy
30.25,0.268,0.406,82.0,95.2,HEALTHY,Healthy
44.01,0.783,1.172,27.8,75.1,CRITICAL,Imbalance
34.89,0.165,0.253,88.8,97.0,HEALTHY,Healthy
42.52,0.399,0.635,56.1,83.8,WARNING,Misalignment
33.97,0.18,0.274,87.9,96.8,HEALTHY,Healthy
31.18,0.297,0.449,80.1,94.7,HEALTHY,Healthy
39.77,0.615,0.911,48.5,83.2,WARNING,Imbalance
28.32,0.235,0.356,84.2,95.8,HEALTHY,Healthy
32.08,0.234,0.353,84.3,95.8,HEALTHY,Healthy
30.44,0.211,0.318,85.8,96.2,HEALTHY,Healthy
50.98,0.717,1.202,14.5,67.9,CRITICAL,Critical
29.5,0.202,0.305,86.4,96.4,HEALTHY,Healthy
40.14,0.378,0.609,62.6,87.0,WARNING,Misalignment
54.24,0.669,1.143,10.4,64.9,CRITICAL,Critical
31.27,0.2,0.306,86.5,96.4,HEALTHY,Healthy
33.41,0.197,0.3,86.7,96.5,HEALTHY,Healthy
31.85,0.252,0.383,83.0,95.5,HEALTHY,Healthy
30.37,0.275,0.415,81.5,95.0,HEALTHY,Healthy
39.02,0.38,0.585,65.4,88.3,WARNING,Bearing
33.31,0.161,0.248,89.1,97.1,HEALTHY,Healthy
40.18,0.37,0.598,63.0,87.1,WARNING,Misalignment
28.32,0.294,0.443,80.3,94.7,HEALTHY,Healthy
28.53,0.247,0.375,83.4,95.5,HEALTHY,Healthy
33.62,0.289,0.438,80.6,94.8,HEALTHY,Healthy
38.77,0.563,0.829,54.3,85.3,WARNING,Imbalance
38.03,0.581,0.857,54.7,85.9,WARNING,Imbalance
33.77,0.248,0.375,83.4,95.5,HEALTHY,Healthy
28.77,0.277,0.422,81.3,95.0,HEALTHY,Healthy
30.52,0.209,0.316,86.0,96.2,HEALTHY,Healthy
31.64,0.174,0.265,88.3,96.9,HEALTHY,Healthy
29.9,0.264,0.4,82.2,95.2,HEALTHY,Healthy
35.84,0.231,0.351,82.6,94.8,HEALTHY,Healthy
40.43,0.396,0.607,61.3,86.4,WARNING,Bearing
53.67,0.706,1.2,9.1,64.9,CRITICAL,Critical
31.58,0.298,0.449,80.0,94.6,HEALTHY,Healthy
39.07,0.419,0.643,62.7,87.6,WARNING,Bearing
29.11,0.163,0.25,89.0,97.1,HEALTHY,Healthy
29.74,0.163,0.248,89.0,97.1,HEALTHY,Healthy
34.69,0.179,0.272,88.0,96.8,HEALTHY,Healthy
45.15,0.789,1.191,24.7,73.6,CRITICAL,Imbalance
29.04,0.283,0.426,81.0,94.9,HEALTHY,Healthy
30.2,0.194,0.296,86.9,96.5,HEALTHY,Healthy
32.13,0.24,0.362,83.9,95.7,HEALTHY,Healthy
29.04,0.264,0.398,82.3,95.2,HEALTHY,Healthy
40.06,0.404,0.65,61.0,86.6,WARNING,Misalignment
50.43,0.702,1.19,16.5,68.8,CRITICAL,Critical
31.04,0.173,0.267,88.3,96.9,HEALTHY,Healthy
35.61,0.576,0.854,60.2,88.9,WARNING,Imbalance
41.14,0.443,0.705,56.1,84.7,WARNING,Misalignment
38.92,0.393,0.6,64.9,88.2,WARNING,Bearing
29.94,0.28,0.424,81.2,95.0,HEALTHY,Healthy
30.23,0.232,0.352,84.4,95.8,HEALTHY,Healthy
31.86,0.25,0.377,83.2,95.5,HEALTHY,Healthy
38.24,0.543,0.804,56.7,86.3,WARNING,Imbalance
41.69,0.335,0.55,62.0,85.9,WARNING,Misalignment
33.37,0.308,0.465,79.3,94.4,HEALTHY,Healthy
43.51,0.345,0.559,57.4,83.6,WARNING,Misalignment
28.54,0.248,0.375,83.3,95.5,HEALTHY,Healthy
31.55,0.169,0.258,88.6,97.0,HEALTHY,Healthy
31.18,0.225,0.341,84.8,95.9,HEALTHY,Healthy
40.81,0.47,0.744,55.0,84.6,WARNING,Misalignment
39.82,0.361,0.557,64.9,87.7,WARNING,Bearing
50.41,0.669,1.169,18.3,69.5,CRITICAL,Critical
